Date,attention,attention_scaled
11/17/2015,10,0.1
11/18/2015,10,0.1
11/19/2015,9,0.09
11/20/2015,8,0.08
11/21/2015,5,0.05
11/22/2015,8,0.08
11/23/2015,11,0.11
11/24/2015,9,0.09
11/25/2015,9,0.09
11/26/2015,9,0.09
11/27/2015,8,0.08
11/28/2015,6,0.06
11/29/2015,9,0.09
11/30/2015,8,0.08
12/1/2015,9,0.09
12/2/2015,7,0.07
12/3/2015,11,0.11
12/4/2015,8,0.08
12/5/2015,7,0.07
12/6/2015,5,0.05
12/7/2015,12,0.12
12/8/2015,8,0.08
12/9/2015,12,0.12
12/10/2015,11,0.11
12/11/2015,9,0.09
12/12/2015,7,0.07
12/13/2015,8,0.08
12/14/2015,12,0.12
12/15/2015,10,0.1
12/16/2015,10,0.1
12/17/2015,9,0.09
12/18/2015,6,0.06
12/19/2015,7,0.07
12/20/2015,6,0.06
12/21/2015,7,0.07
12/22/2015,8,0.08
12/23/2015,8,0.08
12/24/2015,4,0.04
12/25/2015,5,0.05
12/26/2015,5,0.05
12/27/2015,6,0.06
12/28/2015,6,0.06
12/29/2015,6,0.06
12/30/2015,7,0.07
12/31/2015,6,0.06
1/1/2016,8,0.08
1/2/2016,7,0.07
1/3/2016,6,0.06
1/4/2016,11,0.11
1/5/2016,8,0.08
1/6/2016,10,0.1
1/7/2016,11,0.11
1/8/2016,11,0.11
1/9/2016,8,0.08
1/10/2016,9,0.09
1/11/2016,13,0.13
1/12/2016,9,0.09
1/13/2016,9,0.09
1/14/2016,10,0.1
1/15/2016,10,0.1
1/16/2016,7,0.07
1/17/2016,5,0.05
1/18/2016,8,0.08
1/19/2016,11,0.11
1/20/2016,12,0.12
1/21/2016,10,0.1
1/22/2016,9,0.09
1/23/2016,7,0.07
1/24/2016,7,0.07
1/25/2016,10,0.1
1/26/2016,11,0.11
1/27/2016,12,0.12
1/28/2016,12,0.12
1/29/2016,12,0.12
1/30/2016,6,0.06
1/31/2016,7,0.07
2/1/2016,7,0.07
2/2/2016,10,0.1
2/3/2016,9,0.09
2/4/2016,8,0.08
2/5/2016,9,0.09
2/6/2016,6,0.06
2/7/2016,7,0.07
2/8/2016,12,0.12
2/9/2016,11,0.11
2/10/2016,11,0.11
2/11/2016,14,0.14
2/12/2016,9,0.09
2/13/2016,8,0.08
2/14/2016,6,0.06
2/15/2016,10,0.1
2/16/2016,11,0.11
2/17/2016,10,0.1
2/18/2016,11,0.11
2/19/2016,10,0.1
2/20/2016,7,0.07
2/21/2016,9,0.09
2/22/2016,15,0.15
2/23/2016,13,0.13
2/24/2016,13,0.13
2/25/2016,11,0.11
2/26/2016,11,0.11
2/27/2016,8,0.08
2/28/2016,9,0.09
2/29/2016,13,0.13
3/1/2016,14,0.14
3/2/2016,13,0.13
3/3/2016,12,0.12
3/4/2016,10,0.1
3/5/2016,13,0.13
3/6/2016,8,0.08
3/7/2016,12,0.12
3/8/2016,12,0.12
3/9/2016,14,0.14
