Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
XMR,2019-03-30,53.6085623103,53.9796003258,58.6505469537,52.8292756176
XMR,2019-03-31,56.0252855801,53.6085623103,57.1458124721,53.1595991779
XMR,2019-04-01,60.7819402473,56.0252855801,60.8280001941,55.9839480914
XMR,2019-04-02,67.4665090939,60.7819238409,67.66556934,60.3600959469
XMR,2019-04-03,67.30663421,67.4666087326,72.0102914026,65.8096302046
XMR,2019-04-04,63.9225821688,66.5202034812,66.9682026828,62.2660769448
XMR,2019-04-05,68.599675365,63.9227500407,68.9488736781,63.2227210466
XMR,2019-04-06,68.0647314364,69.0064203806,70.3959091413,67.4474971975
XMR,2019-04-07,70.4867358285,68.0647320038,70.9508482228,68.0647320038
XMR,2019-04-08,71.622809041,70.4867358285,73.7085864929,69.3777507875
XMR,2019-04-09,69.743393322,71.6227009368,72.4994539556,69.4862287344
XMR,2019-04-10,71.6654333286,69.7433911909,72.7684614622,69.4495380488
XMR,2019-04-11,67.8000675702,72.7307477191,72.7843756083,63.6137739251
XMR,2019-04-12,68.0989631739,68.4761853844,70.5376308455,66.0262295817
XMR,2019-04-13,67.2809947916,68.0990571389,69.790117357,66.6089527923
XMR,2019-04-14,69.0113201092,67.4257251511,69.0626273894,66.2949918149
XMR,2019-04-15,65.7300839259,68.2909793998,69.3674519605,65.7267458266
XMR,2019-04-16,71.1954277967,65.7300839259,71.6402157187,65.7218922598
XMR,2019-04-17,68.2206696096,71.1954277967,71.5445116922,67.912665516
XMR,2019-04-18,70.5768444742,68.8504012052,71.2990121275,68.6273245411
XMR,2019-04-19,69.9902133896,70.5396366778,71.354093849,68.7275646253
XMR,2019-04-20,71.1283743356,69.9902133896,71.7559866438,69.7860702507
XMR,2019-04-21,70.7422754157,71.1283743356,72.0249493416,69.26389523
XMR,2019-04-22,71.1051998827,70.7845628923,71.4177614209,70.047291458
XMR,2019-04-23,71.6108081547,71.1051998827,73.0001573626,70.0848930333
XMR,2019-04-24,69.9948678293,72.0732425221,73.0607416457,67.851568399
XMR,2019-04-25,65.6606973141,69.9948677039,70.7447607242,64.4366072675
XMR,2019-04-26,64.5718456002,63.8409533262,66.6837833898,61.8860014589
XMR,2019-04-27,64.593379409,64.5719240322,66.3090791862,64.1079402452
XMR,2019-04-28,64.0413257706,64.593379409,65.795272775,63.6883657118
XMR,2019-04-29,63.427079507,63.7360126246,64.2213687308,61.117467893
XMR,2019-04-30,63.8816942374,63.427079647,63.8816942374,62.3203724535
XMR,2019-05-01,65.3159434298,63.8816942374,66.8530686467,63.6614157135
XMR,2019-05-02,66.8091014188,66.8503046603,67.8818092058,65.852902826
XMR,2019-05-03,68.1204250376,66.8091014188,69.2252279405,65.58655821
XMR,2019-05-04,69.8057174904,68.333996566,69.815399195,66.9805265271
XMR,2019-05-05,68.4556644855,69.3225985137,70.4322788538,67.6699809079
XMR,2019-05-06,69.5690439761,68.4556830752,69.7947503099,67.3550574358
XMR,2019-05-07,68.8794987187,69.0950082265,71.5945349644,67.8796314339
XMR,2019-05-08,69.5985096276,67.8105701136,69.642633602,66.8134049299
XMR,2019-05-09,68.2418951024,69.5985228723,70.5492543049,66.5819988157
XMR,2019-05-10,70.9846147745,68.2419281099,71.0265937968,67.4747340699
XMR,2019-05-11,78.2981390501,70.8088376344,78.3558668409,70.0326673805
XMR,2019-05-12,75.6300315928,78.2104714655,80.5080469036,71.3557046002
XMR,2019-05-13,80.1713030852,75.6300315928,81.9304837589,74.4444610816
XMR,2019-05-14,83.477522823,80.1713030782,86.3465553439,77.1845627316
XMR,2019-05-15,92.6619940605,85.5985132729,93.8310703352,83.8285516802
XMR,2019-05-16,90.8981754233,92.6619820243,101.1463572458,87.9846889044
XMR,2019-05-17,84.4907935949,90.898175424,91.4295275538,77.2195874079
XMR,2019-05-18,85.8243505799,84.4907935949,89.2487435752,84.1170038779
XMR,2019-05-19,91.7575255377,84.7782380703,91.7575622119,83.9081158916
XMR,2019-05-20,90.0040498443,91.7570603955,92.9876783721,87.6146451123
XMR,2019-05-21,91.9721284601,90.0044728437,95.898327601,90.0042126467
XMR,2019-05-22,85.887955465,91.9714865776,93.7794387827,84.4029641733
