Date,attention,attention_scaled
1/8/2021,42,0.42
1/9/2021,37,0.37
1/10/2021,21,0.21
1/11/2021,27,0.27
1/12/2021,24,0.24
1/13/2021,20,0.2
1/14/2021,22,0.22
1/15/2021,18,0.18
1/16/2021,20,0.2
1/17/2021,12,0.12
1/18/2021,12,0.12
1/19/2021,16,0.16
1/20/2021,13,0.13
1/21/2021,11,0.11
1/22/2021,10,0.1
1/23/2021,12,0.12
1/24/2021,11,0.11
1/25/2021,13,0.13
1/26/2021,10,0.1
1/27/2021,10,0.1
1/28/2021,16,0.16
1/29/2021,36,0.36
1/30/2021,33,0.33
1/31/2021,27,0.27
2/1/2021,28,0.28
2/2/2021,31,0.31
2/3/2021,23,0.23
2/4/2021,20,0.2
2/5/2021,22,0.22
2/6/2021,28,0.28
2/7/2021,38,0.38
2/8/2021,26,0.26
2/9/2021,30,0.3
2/10/2021,31,0.31
2/11/2021,32,0.32
2/12/2021,37,0.37
2/13/2021,60,0.6
2/14/2021,35,0.35
2/15/2021,27,0.27
2/16/2021,32,0.32
2/17/2021,21,0.21
2/18/2021,22,0.22
2/19/2021,28,0.28
2/20/2021,27,0.27
2/21/2021,29,0.29
2/22/2021,28,0.28
2/23/2021,23,0.23
2/24/2021,16,0.16
2/25/2021,19,0.19
2/26/2021,18,0.18
2/27/2021,28,0.28
2/28/2021,17,0.17
3/1/2021,18,0.18
3/2/2021,16,0.16
3/3/2021,14,0.14
3/4/2021,15,0.15
3/5/2021,9,0.09
3/6/2021,13,0.13
3/7/2021,10,0.1
3/8/2021,15,0.15
3/9/2021,21,0.21
3/10/2021,15,0.15
3/11/2021,17,0.17
3/12/2021,18,0.18
3/13/2021,14,0.14
3/14/2021,18,0.18
3/15/2021,13,0.13
3/16/2021,15,0.15
3/17/2021,21,0.21
3/18/2021,13,0.13
3/19/2021,16,0.16
3/20/2021,22,0.22
3/21/2021,14,0.14
3/22/2021,15,0.15
3/23/2021,14,0.14
3/24/2021,10,0.1
3/25/2021,13,0.13
3/26/2021,10,0.1
3/27/2021,9,0.09
3/28/2021,16,0.16
3/29/2021,19,0.19
3/30/2021,16,0.16
3/31/2021,15,0.15
4/1/2021,18,0.18
4/2/2021,24,0.24
4/3/2021,21,0.21
4/4/2021,16,0.16
4/5/2021,37,0.37
4/6/2021,37,0.37
4/7/2021,30,0.3
4/8/2021,21,0.21
4/9/2021,19,0.19
4/10/2021,40,0.4
4/11/2021,68,0.68
4/12/2021,40,0.4
4/13/2021,54,0.54
4/14/2021,44,0.44
4/15/2021,33,0.33
4/16/2021,39,0.39
4/17/2021,35,0.35
4/18/2021,28,0.28
4/19/2021,30,0.3
4/20/2021,26,0.26
4/21/2021,24,0.24
