Date,attention,attention_scaled
3/18/2020,9,0.09
3/19/2020,23,0.23
3/20/2020,21,0.21
3/21/2020,20,0.2
3/22/2020,17,0.17
3/23/2020,18,0.18
3/24/2020,21,0.21
3/25/2020,15,0.15
3/26/2020,25,0.25
3/27/2020,15,0.15
3/28/2020,19,0.19
3/29/2020,23,0.23
3/30/2020,25,0.25
3/31/2020,19,0.19
4/1/2020,21,0.21
4/2/2020,23,0.23
4/3/2020,13,0.13
4/4/2020,24,0.24
4/5/2020,26,0.26
4/6/2020,38,0.38
4/7/2020,23,0.23
4/8/2020,23,0.23
4/9/2020,20,0.2
4/10/2020,35,0.35
4/11/2020,23,0.23
4/12/2020,23,0.23
4/13/2020,35,0.35
4/14/2020,26,0.26
4/15/2020,24,0.24
4/16/2020,19,0.19
4/17/2020,31,0.31
4/18/2020,31,0.31
4/19/2020,23,0.23
4/20/2020,35,0.35
4/21/2020,36,0.36
4/22/2020,17,0.17
4/23/2020,32,0.32
4/24/2020,29,0.29
4/25/2020,36,0.36
4/26/2020,25,0.25
4/27/2020,24,0.24
4/28/2020,17,0.17
4/29/2020,26,0.26
4/30/2020,28,0.28
5/1/2020,28,0.28
5/2/2020,33,0.33
5/3/2020,34,0.34
5/4/2020,23,0.23
5/5/2020,35,0.35
5/6/2020,21,0.21
5/7/2020,37,0.37
5/8/2020,31,0.31
5/9/2020,33,0.33
5/10/2020,27,0.27
5/11/2020,21,0.21
5/12/2020,26,0.26
5/13/2020,29,0.29
5/14/2020,28,0.28
5/15/2020,18,0.18
5/16/2020,25,0.25
5/17/2020,30,0.3
5/18/2020,25,0.25
5/19/2020,32,0.32
5/20/2020,42,0.42
5/21/2020,22,0.22
5/22/2020,38,0.38
5/23/2020,22,0.22
5/24/2020,37,0.37
5/25/2020,34,0.34
5/26/2020,39,0.39
5/27/2020,25,0.25
5/28/2020,21,0.21
5/29/2020,31,0.31
5/30/2020,35,0.35
5/31/2020,37,0.37
6/1/2020,23,0.23
6/2/2020,46,0.46
6/3/2020,15,0.15
6/4/2020,18,0.18
6/5/2020,17,0.17
6/6/2020,20,0.2
6/7/2020,37,0.37
6/8/2020,20,0.2
6/9/2020,32,0.32
6/10/2020,39,0.39
6/11/2020,31,0.31
6/12/2020,21,0.21
6/13/2020,29,0.29
6/14/2020,29,0.29
6/15/2020,18,0.18
6/16/2020,32,0.32
6/17/2020,20,0.2
6/18/2020,25,0.25
6/19/2020,24,0.24
6/20/2020,17,0.17
6/21/2020,23,0.23
6/22/2020,28,0.28
6/23/2020,22,0.22
6/24/2020,18,0.18
6/25/2020,33,0.33
6/26/2020,29,0.29
6/27/2020,15,0.15
6/28/2020,23,0.23
6/29/2020,18,0.18
6/30/2020,20,0.2
7/1/2020,23,0.23
7/2/2020,20,0.2
7/3/2020,19,0.19
7/4/2020,34,0.34
7/5/2020,23,0.23
7/6/2020,18,0.18
7/7/2020,44,0.44
7/8/2020,29,0.29
7/9/2020,23,0.23
7/10/2020,26,0.26
7/11/2020,22,0.22
7/12/2020,37,0.37
7/13/2020,32,0.32
7/14/2020,30,0.3
7/15/2020,21,0.21
7/16/2020,17,0.17
7/17/2020,36,0.36
7/18/2020,13,0.13
7/19/2020,22,0.22
7/20/2020,19,0.19
7/21/2020,19,0.19
7/22/2020,23,0.23
7/23/2020,44,0.44
7/24/2020,22,0.22
7/25/2020,33,0.33
7/26/2020,36,0.36
7/27/2020,23,0.23
7/28/2020,25,0.25
7/29/2020,25,0.25
7/30/2020,21,0.21
7/31/2020,26,0.26
8/1/2020,19,0.19
8/2/2020,34,0.34
8/3/2020,21,0.21
8/4/2020,29,0.29
8/5/2020,26,0.26
8/6/2020,16,0.16
8/7/2020,12,0.12
8/8/2020,19,0.19
8/9/2020,28,0.28
8/10/2020,21,0.21
8/11/2020,33,0.33
8/12/2020,22,0.22
8/13/2020,17,0.17
8/14/2020,16,0.16
8/15/2020,29,0.29
8/16/2020,20,0.2
8/17/2020,32,0.32
8/18/2020,22,0.22
8/19/2020,18,0.18
8/20/2020,29,0.29
8/21/2020,25,0.25
8/22/2020,19,0.19
8/23/2020,33,0.33
8/24/2020,15,0.15
8/25/2020,17,0.17
8/26/2020,30,0.3
8/27/2020,23,0.23
8/28/2020,21,0.21
8/29/2020,16,0.16
8/30/2020,21,0.21
8/31/2020,20,0.2
9/1/2020,33,0.33
9/2/2020,31,0.31
9/3/2020,21,0.21
9/4/2020,23,0.23
9/5/2020,21,0.21
9/6/2020,21,0.21
9/7/2020,20,0.2
9/8/2020,28,0.28
9/9/2020,24,0.24
9/10/2020,23,0.23
9/11/2020,19,0.19
9/12/2020,28,0.28
9/13/2020,28,0.28
9/14/2020,22,0.22
9/15/2020,25,0.25
9/16/2020,12,0.12
9/17/2020,20,0.2
9/18/2020,27,0.27
9/19/2020,20,0.2
9/20/2020,24,0.24
9/21/2020,16,0.16
9/22/2020,20,0.2
9/23/2020,22,0.22
9/24/2020,20,0.2
9/25/2020,21,0.21
9/26/2020,22,0.22
9/27/2020,28,0.28
9/28/2020,29,0.29
9/29/2020,18,0.18
9/30/2020,20,0.2
10/1/2020,25,0.25
10/2/2020,22,0.22
10/3/2020,21,0.21
10/4/2020,24,0.24
10/5/2020,23,0.23
10/6/2020,23,0.23
10/7/2020,19,0.19
10/8/2020,19,0.19
10/9/2020,35,0.35
10/10/2020,21,0.21
10/11/2020,36,0.36
10/12/2020,23,0.23
10/13/2020,29,0.29
10/14/2020,22,0.22
10/15/2020,15,0.15
10/16/2020,28,0.28
10/17/2020,19,0.19
10/18/2020,29,0.29
10/19/2020,22,0.22
10/20/2020,28,0.28
10/21/2020,21,0.21
10/22/2020,17,0.17
10/23/2020,13,0.13
10/24/2020,12,0.12
10/25/2020,25,0.25
10/26/2020,31,0.31
10/27/2020,31,0.31
10/28/2020,24,0.24
10/29/2020,23,0.23
10/30/2020,22,0.22
10/31/2020,36,0.36
11/1/2020,23,0.23
11/2/2020,20,0.2
11/3/2020,24,0.24
11/4/2020,15,0.15
11/5/2020,12,0.12
11/6/2020,24,0.24
11/7/2020,18,0.18
11/8/2020,28,0.28
11/9/2020,17,0.17
11/10/2020,12,0.12
11/11/2020,24,0.24
11/12/2020,29,0.29
11/13/2020,13,0.13
11/14/2020,24,0.24
11/15/2020,24,0.24
11/16/2020,12,0.12
11/17/2020,28,0.28
11/18/2020,25,0.25
11/19/2020,34,0.34
11/20/2020,20,0.2
11/21/2020,32,0.32
11/22/2020,23,0.23
11/23/2020,27,0.27
11/24/2020,25,0.25
11/25/2020,18,0.18
11/26/2020,20,0.2
11/27/2020,20,0.2
11/28/2020,28,0.28
