Date,attention,attention_scaled
11/24/2019,9,0.09
11/25/2019,10,0.1
11/26/2019,7,0.07
11/27/2019,9,0.09
11/28/2019,9,0.09
11/29/2019,6,0.06
11/30/2019,9,0.09
12/1/2019,9,0.09
12/2/2019,10,0.1
12/3/2019,9,0.09
12/4/2019,6,0.06
12/5/2019,6,0.06
12/6/2019,9,0.09
12/7/2019,7,0.07
12/8/2019,9,0.09
12/9/2019,10,0.1
12/10/2019,7,0.07
12/11/2019,5,0.05
12/12/2019,6,0.06
12/13/2019,4,0.04
12/14/2019,6,0.06
12/15/2019,10,0.1
12/16/2019,10,0.1
12/17/2019,11,0.11
12/18/2019,13,0.13
12/19/2019,10,0.1
12/20/2019,7,0.07
12/21/2019,12,0.12
12/22/2019,11,0.11
12/23/2019,13,0.13
12/24/2019,7,0.07
12/25/2019,8,0.08
12/26/2019,9,0.09
12/27/2019,10,0.1
12/28/2019,11,0.11
12/29/2019,9,0.09
12/30/2019,6,0.06
12/31/2019,8,0.08
1/1/2020,12,0.12
1/2/2020,8,0.08
1/3/2020,13,0.13
1/4/2020,10,0.1
1/5/2020,8,0.08
1/6/2020,9,0.09
1/7/2020,8,0.08
1/8/2020,16,0.16
1/9/2020,9,0.09
1/10/2020,12,0.12
1/11/2020,11,0.11
1/12/2020,10,0.1
1/13/2020,12,0.12
1/14/2020,25,0.25
1/15/2020,18,0.18
1/16/2020,14,0.14
1/17/2020,16,0.16
1/18/2020,14,0.14
1/19/2020,13,0.13
1/20/2020,12,0.12
1/21/2020,13,0.13
1/22/2020,14,0.14
1/23/2020,12,0.12
1/24/2020,13,0.13
1/25/2020,10,0.1
1/26/2020,8,0.08
1/27/2020,13,0.13
1/28/2020,13,0.13
1/29/2020,12,0.12
1/30/2020,18,0.18
1/31/2020,20,0.2
2/1/2020,23,0.23
2/2/2020,17,0.17
2/3/2020,13,0.13
2/4/2020,16,0.16
2/5/2020,14,0.14
2/6/2020,13,0.13
2/7/2020,16,0.16
2/8/2020,17,0.17
2/9/2020,21,0.21
2/10/2020,13,0.13
2/11/2020,16,0.16
2/12/2020,20,0.2
2/13/2020,16,0.16
2/14/2020,20,0.2
2/15/2020,18,0.18
2/16/2020,19,0.19
2/17/2020,14,0.14
2/18/2020,13,0.13
2/19/2020,15,0.15
2/20/2020,14,0.14
2/21/2020,12,0.12
2/22/2020,13,0.13
2/23/2020,14,0.14
2/24/2020,12,0.12
2/25/2020,15,0.15
2/26/2020,15,0.15
2/27/2020,16,0.16
2/28/2020,15,0.15
2/29/2020,11,0.11
3/1/2020,13,0.13
3/2/2020,9,0.09
3/3/2020,9,0.09
3/4/2020,9,0.09
3/5/2020,12,0.12
3/6/2020,12,0.12
3/7/2020,9,0.09
3/8/2020,11,0.11
3/9/2020,15,0.15
3/10/2020,11,0.11
3/11/2020,11,0.11
3/12/2020,17,0.17
3/13/2020,24,0.24
3/14/2020,18,0.18
3/15/2020,13,0.13
3/16/2020,20,0.2
3/17/2020,14,0.14
3/18/2020,12,0.12
3/19/2020,17,0.17
3/20/2020,13,0.13
3/21/2020,13,0.13
3/22/2020,12,0.12
3/23/2020,14,0.14
3/24/2020,12,0.12
3/25/2020,9,0.09
3/26/2020,12,0.12
3/27/2020,9,0.09
3/28/2020,9,0.09
3/29/2020,12,0.12
3/30/2020,11,0.11
3/31/2020,10,0.1
4/1/2020,10,0.1
4/2/2020,10,0.1
4/3/2020,9,0.09
4/4/2020,9,0.09
4/5/2020,12,0.12
4/6/2020,14,0.14
4/7/2020,14,0.14
4/8/2020,11,0.11
4/9/2020,12,0.12
4/10/2020,11,0.11
4/11/2020,14,0.14
4/12/2020,11,0.11
4/13/2020,12,0.12
4/14/2020,11,0.11
4/15/2020,10,0.1
4/16/2020,10,0.1
4/17/2020,12,0.12
4/18/2020,11,0.11
4/19/2020,11,0.11
4/20/2020,11,0.11
4/21/2020,10,0.1
4/22/2020,11,0.11
4/23/2020,10,0.1
4/24/2020,14,0.14
4/25/2020,14,0.14
4/26/2020,10,0.1
4/27/2020,12,0.12
4/28/2020,10,0.1
4/29/2020,18,0.18
4/30/2020,16,0.16
5/1/2020,11,0.11
5/2/2020,10,0.1
5/3/2020,11,0.11
5/4/2020,12,0.12
5/5/2020,13,0.13
5/6/2020,13,0.13
5/7/2020,14,0.14
5/8/2020,14,0.14
5/9/2020,18,0.18
5/10/2020,18,0.18
5/11/2020,18,0.18
5/12/2020,16,0.16
5/13/2020,14,0.14
5/14/2020,12,0.12
5/15/2020,13,0.13
5/16/2020,10,0.1
5/17/2020,11,0.11
5/18/2020,11,0.11
5/19/2020,8,0.08
5/20/2020,11,0.11
5/21/2020,12,0.12
5/22/2020,9,0.09
5/23/2020,8,0.08
5/24/2020,9,0.09
5/25/2020,9,0.09
5/26/2020,7,0.07
5/27/2020,6,0.06
5/28/2020,12,0.12
5/29/2020,10,0.1
5/30/2020,11,0.11
5/31/2020,12,0.12
6/1/2020,8,0.08
6/2/2020,14,0.14
6/3/2020,10,0.1
6/4/2020,12,0.12
6/5/2020,10,0.1
6/6/2020,8,0.08
6/7/2020,9,0.09
6/8/2020,11,0.11
6/9/2020,11,0.11
6/10/2020,9,0.09
6/11/2020,12,0.12
6/12/2020,11,0.11
6/13/2020,9,0.09
6/14/2020,9,0.09
6/15/2020,12,0.12
6/16/2020,8,0.08
6/17/2020,8,0.08
6/18/2020,10,0.1
6/19/2020,9,0.09
6/20/2020,13,0.13
6/21/2020,10,0.1
6/22/2020,12,0.12
6/23/2020,11,0.11
6/24/2020,10,0.1
6/25/2020,8,0.08
6/26/2020,8,0.08
6/27/2020,9,0.09
6/28/2020,9,0.09
6/29/2020,12,0.12
6/30/2020,10,0.1
7/1/2020,8,0.08
7/2/2020,7,0.07
7/3/2020,6,0.06
7/4/2020,9,0.09
7/5/2020,9,0.09
7/6/2020,10,0.1
7/7/2020,7,0.07
7/8/2020,15,0.15
7/9/2020,13,0.13
7/10/2020,8,0.08
7/11/2020,6,0.06
7/12/2020,9,0.09
7/13/2020,8,0.08
7/14/2020,8,0.08
7/15/2020,7,0.07
7/16/2020,13,0.13
7/17/2020,10,0.1
7/18/2020,9,0.09
7/19/2020,8,0.08
7/20/2020,11,0.11
7/21/2020,10,0.1
7/22/2020,10,0.1
7/23/2020,8,0.08
7/24/2020,8,0.08
7/25/2020,20,0.2
7/26/2020,15,0.15
7/27/2020,18,0.18
7/28/2020,25,0.25
