,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,,,
10,0.348426055,0.313133236,0.395742121,0.393892869,0.362630212,0.381422258,0.22736132,0.22990218,0.228106385,0.241124534,0.233337126,0.299746141,0.288107112,0.360500748,0.516573409,0.457081151,0.385699581,0.360029219,0.492347027,0.45093653,0.505321788,0.437859532,0.386349081,0.386063744,0.327391491,0.406517644,0.544940833,0.498484881,0.410946847,0.376520829,,0.22736132,0.544940833
11,0.283337708,0.227657824,0.242915676,0.273877364,0.359494466,0.349304496,0.424279503,0.377139404,0.410620337,0.524831323,0.448320269,0.497428849,0.442392216,0.473810647,0.379252112,0.278737934,0.286195963,0.310926279,0.286020291,0.403218959,0.369738765,0.287280113,0.34682313,0.304443247,0.235279851,0.309949939,0.363173787,0.33777645,0.287034385,0.253089257,,0.227657824,0.524831323
12,0.446834109,0.430047228,0.344754519,0.274116648,0.243875707,0.260838814,0.323872294,0.38897498,0.264442929,0.224033939,0.166508006,0.209563046,0.20737355,0.172786612,0.136346834,0.164805899,0.139566597,0.129433544,0.164268077,0.170588972,0.1888418,0.199696821,0.194812622,0.166348358,0.151006548,0.161592696,0.17395818,0.115687475,0.129382131,0.131032101,,0.115687475,0.446834109
13,0.337762111,0.366527762,0.329581412,0.296033499,0.303132568,0.271151218,0.224297363,0.252547733,0.337602538,0.309299238,0.391418132,0.484682056,0.521195771,0.520822075,0.672118532,0.684566881,0.808346757,0.66843523,0.662016422,0.61281074,0.497081746,0.358604416,0.460708893,0.598732029,0.479793562,0.540212933,0.426965567,0.437007618,0.580125756,0.671333902,,0.224297363,0.808346757
14,0.31881525,0.260465471,0.276071289,0.28848522,0.334650733,0.321806751,0.407251416,0.427729783,0.479688747,0.418524276,0.402831251,0.40071089,0.527192928,0.479601503,0.525205563,0.507365525,0.534584365,0.742663945,0.59048932,0.79401818,0.789213746,0.566247863,0.633076097,0.8375293,1.161694278,1.521718604,1.487493743,1.580036186,1.196214015,0.989116337,,0.260465471,1.580036186
15,0.346931495,0.283541887,0.372744658,0.546216232,0.511327675,0.375753398,0.423621074,0.281632117,0.258821721,0.305131486,0.323999934,0.355604636,0.392154211,0.383219084,0.497797417,0.471644445,0.552922812,0.508925306,0.684057054,0.625616233,0.659822054,0.59954112,0.449085481,0.501528153,0.622052641,0.632162227,0.534958971,0.572877847,0.509542634,0.551769775,,0.258821721,0.684057054
16,0.400695503,0.503727109,0.459828418,0.343676003,0.379118142,0.386498371,0.33053566,0.407483414,0.367951508,0.38851216,0.478403739,0.524825024,0.495417449,0.438660082,0.432120493,0.404946733,0.385067599,0.457668618,0.46751871,0.387381577,0.356938388,0.390822896,0.462840933,0.427232836,0.414723677,0.472629184,0.423326748,0.400620038,0.37354445,0.354117833,,0.33053566,0.524825024
17,0.361237877,0.237737228,0.254721793,0.319307223,0.268923843,0.261620465,0.193971032,0.122886024,0.130738452,0.152838964,0.126230362,0.178138302,0.228240583,0.291526484,0.344677625,0.373767928,0.521826548,0.574694149,0.713511383,0.969199877,0.943945346,0.696588166,0.772916689,0.662183312,0.753844473,0.850477389,0.828402524,0.900979303,0.931371165,1.122725574,,0.122886024,1.122725574
18,0.44132793,0.383622954,0.366620915,0.35218626,0.374729836,0.47075844,0.461125529,0.462719841,0.405119086,0.459355634,0.364861021,0.41906783,0.337333991,0.374442001,0.382787588,0.415866933,0.237946464,0.201479481,0.181066845,0.224460669,0.212238219,0.19602046,0.237121099,0.207406033,0.258815451,0.297959048,0.246365766,0.272458621,0.207644155,0.132927586,,0.132927586,0.47075844
19,0.316074816,0.299272358,0.270831322,0.213042888,0.272279866,0.285333134,0.265961147,0.218463331,0.235842291,0.207410654,0.179216508,0.186307359,0.158399966,0.157366589,0.176558611,0.229709011,0.203626222,0.17123116,0.192706687,0.191338098,0.191837771,0.185065164,0.170798899,0.115733353,0.122011751,0.139604158,0.156732072,0.189739011,0.174580484,0.206926916,,0.115733353,0.316074816
20,0.476960346,0.488700985,0.535841074,0.493372323,0.432071614,0.419200277,0.286263923,0.258366985,0.28224008,0.251117406,0.258836435,0.268829878,0.263014667,0.197667602,0.212496798,0.219265888,0.187773955,0.188732525,0.142985193,0.143220292,0.121927691,0.105676696,0.121143438,0.13769352,0.136439263,0.163778837,0.212642516,0.237814402,0.18939164,0.169772337,,0.105676696,0.535841074
21,0.505151736,0.64620227,0.777357669,0.775124949,0.534985685,0.517233763,0.718331384,0.890397482,1.457206089,0.883427403,1.078324241,0.893992022,0.873069062,0.699178349,0.649684493,0.607710996,0.673562095,0.651338007,0.593483658,0.442715405,0.400424737,0.360948398,0.377599221,0.614251507,0.597856734,0.582759647,0.634057227,0.852649301,0.859717529,0.796294481,,0.360948398,1.457206089
22,0.338762939,0.279939137,0.240162864,0.190881341,0.19924472,0.25337093,0.241778224,0.247830914,0.196918252,0.212865717,0.183085244,0.240126967,0.172570908,0.175835039,0.212358651,0.164988248,0.142352652,0.112661017,0.123127692,0.122666325,0.115953712,0.116624213,0.128965994,0.140619771,0.117039569,0.122591676,0.100366051,0.06815527,0.061539471,0.070119098,,0.061539471,0.338762939
23,0.473351178,0.332035124,0.362913363,0.3641616,0.290744911,0.258663758,0.24755978,0.213979015,0.204805405,0.236543622,0.280427474,0.299888888,0.368881447,0.329543768,0.260283039,0.319507743,0.435183873,0.418361304,0.296669688,0.315044692,0.330203023,0.25927636,0.237861149,0.332457871,0.414985241,0.536309969,0.475123359,0.555175927,0.790837939,0.81621192,,0.204805405,0.81621192
24,0.328090867,0.281887477,0.240205504,0.193842978,0.204347451,0.149200244,0.162162681,0.184982159,0.241253791,0.231313226,0.233751227,0.260311154,0.280066428,0.285815795,0.228620577,0.244567311,0.284424945,0.331942176,0.36359232,0.551971617,0.531400881,0.576310664,0.829326548,0.678280585,0.629066677,0.775953336,0.791588903,0.733474565,0.773069512,0.936125842,,0.149200244,0.936125842
25,0.461811011,0.547341445,0.679919593,0.454871346,0.589012592,0.543347291,0.742412284,0.605116603,0.595680585,0.582447526,0.456151569,0.455927508,0.370940726,0.355363689,0.313383684,0.239318188,0.256673321,0.303473398,0.350939259,0.275812463,0.251411334,0.280623215,0.204187197,0.161813737,0.144923385,0.167248387,0.144647536,0.176967764,0.147132069,0.157298132,,0.144647536,0.742412284
26,0.512008174,0.435975245,0.364118111,0.341934455,0.253078374,0.282425903,0.262380441,0.291738465,0.351769137,0.372850235,0.382237652,0.520652245,0.469520975,0.445138936,0.367291591,0.309986772,0.340342129,0.340525021,0.356676718,0.396169401,0.314312201,0.285721884,0.303536211,0.301684276,0.276016727,0.423354606,0.38976668,0.406784194,0.416052232,0.385443565,,0.253078374,0.520652245
27,0.429582605,0.350301904,0.466314409,0.452369862,0.500138157,0.380955184,0.496418413,0.404379869,0.394439214,0.322800916,0.612064444,0.538253485,0.557602465,0.753125184,0.620336738,0.707087827,0.992087323,1.272259301,1.589304155,1.945136666,2.070342324,1.698833852,2.022338046,1.773297128,1.791664221,1.612959344,1.697593633,1.582975667,1.509628956,1.366093984,,0.322800916,2.070342324
28,0.4105137,0.35045108,0.313149602,0.417588754,0.637974919,0.526192895,0.450472159,0.431308767,0.526981027,0.520350509,0.464672065,0.323117468,0.319112833,0.348777525,0.359909035,0.247205919,0.284987066,0.313063354,0.342679471,0.367932673,0.373702621,0.438579667,0.553871226,0.620392058,0.797038439,0.815716802,0.878298193,0.757068962,0.641076754,1.05663389,,0.247205919,1.05663389
29,0.479724258,0.545224931,0.573046579,0.558011383,0.735417431,0.430450948,0.369145389,0.322189488,0.325101618,0.351174135,0.291321859,0.274027331,0.290553511,0.249829097,0.201055207,0.229677839,0.183786789,0.108350577,0.104521417,0.111406657,0.100679802,0.095832292,0.114783882,0.120673972,0.130270914,0.16441313,0.122834881,0.119866235,0.140212205,0.160907008,,0.095832292,0.735417431
30,0.350538939,0.29802295,0.240756871,0.259826475,0.229323647,0.199708603,0.192439333,0.208006068,0.274803528,0.305366007,0.367462935,0.38705314,0.457383741,0.532125478,0.464023078,0.678765972,0.55258557,0.591569336,0.558397671,0.615230288,0.467570682,0.452186749,0.472412007,0.427840877,0.439468687,0.366336513,0.29693284,0.203883201,0.221666594,0.229063366,,0.192439333,0.678765972
31,0.478286502,0.557460215,0.438998511,0.380906311,0.316548815,0.325457953,0.482534486,0.511012407,0.478597499,0.497633261,0.619794308,0.67699261,0.904719451,0.704476486,0.744305034,0.890641447,1.206734372,1.238065884,1.076595295,0.9089411,0.916955481,1.220402286,1.426546595,1.307990451,1.336748813,1.280540064,1.486479199,1.569681182,1.427956461,1.318573948,,0.316548815,1.569681182
32,0.419358725,0.260685936,0.23689712,0.213415573,0.231876912,0.155552156,0.15746875,0.195725811,0.156151639,0.200385488,0.188757897,0.170705915,0.164983435,0.1972847,0.188426351,0.189470934,0.136808041,0.205419816,0.198564955,0.181277526,0.191077484,0.16208628,0.16191897,0.143898849,0.131689291,0.106234949,0.143827365,0.154631604,0.119349968,0.124031703,,0.106234949,0.419358725
33,0.416652187,0.398229611,0.407259212,0.43770807,0.639613543,0.661099309,0.782763218,0.766175442,0.825435985,0.619188237,0.460697557,0.392290363,0.353302272,0.287511168,0.347114056,0.245560411,0.353967312,0.424425285,0.3354038,0.300406649,0.411886463,0.418340033,0.473869156,0.513899422,0.466239037,0.646637336,0.667248794,0.702205066,0.821295243,0.829569177,,0.245560411,0.829569177
34,0.528796883,0.605243021,0.49680716,0.683400298,0.638659874,0.432760292,0.539507722,0.468352755,0.457127918,0.409375272,0.513936781,0.596658401,0.73747539,0.7213764,0.544351718,0.608615408,0.772233585,0.749999507,0.665574706,0.79364783,0.575116106,0.448406805,0.402567639,0.354021241,0.505578795,0.536156942,0.567008557,0.646180893,0.998014866,0.857739971,,0.354021241,0.998014866
35,0.370210055,0.300262505,0.24079139,0.223671194,0.215738318,0.255013121,0.378361412,0.359671847,0.307063371,0.362960659,0.371976046,0.384125147,0.418274329,0.591514724,0.549846905,0.567212037,0.51339683,0.563243403,0.77509274,0.747668795,0.71502748,0.72915509,0.637527307,0.398895916,0.625557279,0.771933744,0.530482658,0.40153378,0.401172493,0.420584159,,0.215738318,0.77509274
36,0.537464245,0.428486461,0.411860561,0.603301672,0.655719278,0.676452226,0.509697997,0.578784515,0.494042361,0.533242611,0.745854284,0.696878158,0.628843778,0.546484507,0.509066223,0.464744261,0.483329444,0.351843478,0.398585943,0.414461979,0.385439854,0.371833687,0.39140646,0.487444452,0.570796394,0.644232328,0.513035328,0.429446894,0.462447901,0.378926645,,0.351843478,0.745854284
37,0.391408897,0.275337868,0.337089916,0.285602042,0.220941672,0.19354251,0.151829586,0.125367464,0.14336595,0.197079319,0.171079885,0.143390045,0.129425911,0.12735207,0.107071501,0.124191329,0.158665512,0.138340756,0.167274552,0.150297652,0.169201001,0.173674136,0.198422863,0.228515591,0.221770678,0.192002933,0.149228124,0.129273676,0.157153974,0.154056901,,0.107071501,0.391408897
38,0.441993382,0.590189613,0.672341574,0.744857425,0.49475277,0.528929349,0.518274368,0.555202651,0.523569671,0.560933237,0.688748936,0.660765,0.642205193,0.61410931,0.813208148,0.772245993,0.628762185,0.521601759,0.479106959,0.512300547,0.515939049,0.416406109,0.387157152,0.358389159,0.361855605,0.358647235,0.598351342,0.607936675,0.705858659,0.643171274,,0.358389159,0.813208148
39,0.350317819,0.364672509,0.335732665,0.316737988,0.252342872,0.189610729,0.167383584,0.168333256,0.177247667,0.190015846,0.149459155,0.148506052,0.175171148,0.130516995,0.216936907,0.226196681,0.17311964,0.179908639,0.193338702,0.153696099,0.122991379,0.135266983,0.118234457,0.119161928,0.118961956,0.118030673,0.13156998,0.11578365,0.121043399,0.090186895,,0.090186895,0.364672509
40,0.363256804,0.425642211,0.379230717,0.488900999,0.402993039,0.459538733,0.491363433,0.415282394,0.434811869,0.31864609,0.29117827,0.234103414,0.233472648,0.233561291,0.244279859,0.296342425,0.346435407,0.299112802,0.389645693,0.558424044,0.684939145,0.869209774,1.213293398,1.344242292,1.653661616,1.739912347,1.393388729,1.156028025,1.300703433,1.945024007,,0.233472648,1.945024007
41,0.518238754,0.687812394,0.692438403,0.692991791,0.662913247,0.77324993,1.191619064,1.080504314,0.954052688,1.088998279,0.891145252,0.701013758,0.719966984,0.499533016,0.437286128,0.400428416,0.527650044,0.616049408,0.547069698,0.449383383,0.502231672,0.529232657,0.72002652,0.62029324,0.526086376,0.572753319,0.781342127,0.583759251,0.528545725,0.472259522,,0.400428416,1.191619064
42,0.466437769,0.2964699,0.316675312,0.349598396,0.268356065,0.307986963,0.387554228,0.496203885,0.387923437,0.439932764,0.531903302,0.544750116,0.529742654,0.54912171,0.636777806,0.842056011,0.735080169,0.697630203,0.588996508,0.420000011,0.380452106,0.414508649,0.435205998,0.390475586,0.374015889,0.26685262,0.202477955,0.206230968,0.226081825,0.21502203,,0.202477955,0.842056011
43,0.380964497,0.315704048,0.289536168,0.273825736,0.302797863,0.234993255,0.205302342,0.21978475,0.189622734,0.197317262,0.224815835,0.237831498,0.245729718,0.349552111,0.310070754,0.362815375,0.364375386,0.430632141,0.432661503,0.441033204,0.518271801,0.390474114,0.328346161,0.319008195,0.306825535,0.237258986,0.233845988,0.210149205,0.216426401,0.212127801,,0.189622734,0.518271801
44,0.434658342,0.625617269,0.553130321,0.476220596,0.506973328,0.541955127,0.547192668,0.553271977,0.57429406,0.55965378,0.696036591,0.715879697,0.874833715,0.708573616,0.886392865,1.031396774,1.099024487,1.117233322,1.152241197,1.054677725,1.318853017,1.165298894,1.43335747,1.037126522,1.077415797,0.877939058,0.784061092,0.947649891,1.035981809,1.166839188,,0.434658342,1.43335747
45,0.353907175,0.32517029,0.289985426,0.314926308,0.274751177,0.297760726,0.204242478,0.224698806,0.244732024,0.197251705,0.238311644,0.291226044,0.266960839,0.302069333,0.407752462,0.387788113,0.481991845,0.496501304,0.496970755,0.533613782,0.512801358,0.395144401,0.343777347,0.343623708,0.308236832,0.234672341,0.229706272,0.30259085,0.260715103,0.273271423,,0.197251705,0.533613782
46,0.457945001,0.436426088,0.51913105,0.642692197,0.899926433,0.846129663,0.780894545,0.782081171,1.074264142,1.19621118,1.352538822,1.424422424,1.751446506,1.152567128,1.512875635,1.861043255,2.520852085,1.744965637,2.078593034,2.3033082,2.673912179,3.241693944,3.317264682,3.257764673,2.722221654,2.747708896,1.988607801,1.949016808,1.997477773,1.532692806,,0.436426088,3.317264682
47,0.306401687,0.283254255,0.267054191,0.295035375,0.259540911,0.372535682,0.330989619,0.294980567,0.258624688,0.311365565,0.350580669,0.275820777,0.305073253,0.320754911,0.189916676,0.136410333,0.10922867,0.109216043,0.110769904,0.12988363,0.137293022,0.140438366,0.119256132,0.148256637,0.184155514,0.209612305,0.170179713,0.145971136,0.151493311,0.189056714,,0.109216043,0.372535682
48,0.48021518,0.483557349,0.483679325,0.451201317,0.430289085,0.419568246,0.448346412,0.421609128,0.497658204,0.533797798,0.542108121,0.60074091,0.473356669,0.472039241,0.421671201,0.461164584,0.407131542,0.347967431,0.394690622,0.393906013,0.344368503,0.498719808,0.549950308,0.486968573,0.518842328,0.577023694,0.56814241,0.525735482,0.539649631,0.667422007,,0.344368503,0.667422007
49,0.465599443,0.514453601,0.542755646,0.383788802,0.391842035,0.421115849,0.327574449,0.34464049,0.400318862,0.46745035,0.412977097,0.457298691,0.478518663,0.445188257,0.69430056,0.821974305,0.806968197,0.720778722,0.679298852,0.508046772,0.423487766,0.377719012,0.345666143,0.406491103,0.476638991,0.397279092,0.425706957,0.39831425,0.294623711,0.312290821,,0.294623711,0.821974305
50,0.294963084,0.372812106,0.413673453,0.522723175,0.586920966,0.611021383,0.83119816,0.775904847,0.976186861,1.108124524,1.223347894,0.91837345,0.670542687,0.456753086,0.410741577,0.355800055,0.35966729,0.396382853,0.465801753,0.452264768,0.449645985,0.531453828,0.43600647,0.432869994,0.487159762,0.469604488,0.426028633,0.478779577,0.501613596,0.638301968,,0.294963084,1.223347894
51,0.480829692,0.426653209,0.500746359,0.461216452,0.424716405,0.521731655,0.381699315,0.323261531,0.344952203,0.316646834,0.280613566,0.284217486,0.420964052,0.406636968,0.452339214,0.46431197,0.375040874,0.43671186,0.372992514,0.29264909,0.319635084,0.325687101,0.38697756,0.381218978,0.410208708,0.475577505,0.44729113,0.387671657,0.396046211,0.400452809,,0.280613566,0.521731655
52,0.440279265,0.475053805,0.542827559,0.63479201,0.432611049,0.459766757,0.394099139,0.44277126,0.364394598,0.289885776,0.199572189,0.237793551,0.31178532,0.337790005,0.289880945,0.254848777,0.231768733,0.243983926,0.222691255,0.1663606,0.177966459,0.178739828,0.190481639,0.203435616,0.184766821,0.155854335,0.115587238,0.127176254,0.10124359,0.110903753,,0.10124359,0.63479201
53,0.347087566,0.393706365,0.36238728,0.407589979,0.479165718,0.346845207,0.451129252,0.40137808,0.396132774,0.403191296,0.410589027,0.527843105,0.732719686,1.058660856,0.98542791,1.108486244,1.323668031,1.193803459,0.952943587,0.90221878,0.991823792,0.9778742,1.301467899,1.453298499,1.459821671,1.329928648,1.473529286,1.061191818,0.850732624,0.86923135,,0.346845207,1.473529286
54,0.443992126,0.433627422,0.394508837,0.390513349,0.383699528,0.357463381,0.39842582,0.417685454,0.368728225,0.269038714,0.211681331,0.275271765,0.244019225,0.259654179,0.196677215,0.226985133,0.295049752,0.328871807,0.362089598,0.308246389,0.363014496,0.409058206,0.420108359,0.349313893,0.288949387,0.242483411,0.217332945,0.181839742,0.204838433,0.207372178,,0.181839742,0.443992126
55,0.302352249,0.246650441,0.212765174,0.233382613,0.178640186,0.128149425,0.124181068,0.155457297,0.13477542,0.132926811,0.113411118,0.114547176,0.087500783,0.077286299,0.085560943,0.060699386,0.055848806,0.047341416,0.042435921,0.040910353,0.053222521,0.047333533,0.048282035,0.054055358,0.043569061,0.032744133,0.028093569,0.025819602,0.0203943,0.025364566,,0.0203943,0.302352249
56,0.466690568,0.430543793,0.359593993,0.435282231,0.604841749,0.693078074,0.941334175,0.951471201,0.668977032,0.734145865,0.709720283,0.507602675,0.3150769,0.227144037,0.188233435,0.159513498,0.140753157,0.108631261,0.120486827,0.107094834,0.129284784,0.161183258,0.182984282,0.154211541,0.212131948,0.206541333,0.141669805,0.190057706,0.199400234,0.123595222,,0.107094834,0.951471201
57,0.449905435,0.570678184,0.756366253,0.702053729,0.846762871,0.752217098,0.679309941,0.63393768,0.611290036,0.776208769,0.808607469,0.894611292,0.88380322,0.930174585,0.724538424,0.841178599,0.709757398,0.85455416,0.792160443,0.854070722,0.715360691,0.957237805,1.087271569,1.102889771,1.222092147,1.41912763,1.476622836,1.35959117,1.870076007,2.046782111,,0.449905435,2.046782111
58,0.433269014,0.439400279,0.523534711,0.613441643,0.559868607,0.466710853,0.391697006,0.318164298,0.432636293,0.452910389,0.420261815,0.372343093,0.349980669,0.347138354,0.309328954,0.307506562,0.382709572,0.345442849,0.347360701,0.367886504,0.254858446,0.209215655,0.194078172,0.197323074,0.148602051,0.170812058,0.164327778,0.138444107,0.147321946,0.172780542,,0.138444107,0.613441643
59,0.367800975,0.421311598,0.405088296,0.506766022,0.697268412,0.591381798,0.70573419,0.915511105,0.958496313,1.066369398,1.188210445,1.05275342,1.071348662,1.019945057,1.052374695,1.195429773,1.133016576,1.043195406,0.882648961,0.687216576,0.644431679,0.484453244,0.475857926,0.494787091,0.545794893,0.494336443,0.560957692,0.732922916,0.679119391,0.69171947,,0.367800975,1.195429773
60,0.365101087,0.439320361,0.341401614,0.508891073,0.619302599,0.568611558,0.456428387,0.452703917,0.532856068,0.683327032,0.773318423,0.708540432,0.700794347,0.901714031,0.795387529,0.937949077,1.075116374,1.082344781,1.191455415,1.415553282,1.692354789,1.345577447,1.457478378,1.105234894,1.061237655,0.815050187,0.889736776,1.064493441,1.452159955,1.030826773,,0.341401614,1.692354789
61,0.391874833,0.273189434,0.281899047,0.285684201,0.265302636,0.287533075,0.36338191,0.460006132,0.470103145,0.450306061,0.376090303,0.456492408,0.466619895,0.579731118,0.471338803,0.503494793,0.42525452,0.323373665,0.299675907,0.262133575,0.332588453,0.296637538,0.250595292,0.245728941,0.20959274,0.234916366,0.246818813,0.30572085,0.204938818,0.236276425,,0.204938818,0.579731118
62,0.458292383,0.364730883,0.395329155,0.490204953,0.614114716,0.512916473,0.514752021,0.493353239,0.459422118,0.530154424,0.659687488,0.634295976,0.517118137,0.520788898,0.400832636,0.43510127,0.404369846,0.361731824,0.274963796,0.248715766,0.313570732,0.271102133,0.246289312,0.241115007,0.203695955,0.232344262,0.230770895,0.247953964,0.22479821,0.166642548,,0.166642548,0.659687488
63,0.598476639,0.501028674,0.655378376,1.006793509,1.056633619,1.146513094,1.144999986,0.820633344,0.844675116,0.604580398,0.608043538,0.55465552,0.673219838,0.563107648,0.478009563,0.537118629,0.535845284,0.561755059,0.678476732,0.558589403,0.585406375,0.524181941,0.676995941,0.815146381,0.734265757,0.526743895,0.406671768,0.425476149,0.421287289,0.49611961,,0.406671768,1.146513094
64,0.28435475,0.286244752,0.256415964,0.233798195,0.231826817,0.195102023,0.207139761,0.217888515,0.218337172,0.239364054,0.319694565,0.271660614,0.313832859,0.436304072,0.447280676,0.608021515,0.709695415,0.774959077,0.8013513,0.824948178,0.79543395,0.976334609,1.031844726,0.835763266,1.048050092,1.030161467,1.448583916,1.147968855,1.14831422,0.89681375,,0.195102023,1.448583916
65,0.484639347,0.522897665,0.586034189,0.412691165,0.384570903,0.436256651,0.473289651,0.582372126,0.493041374,0.455736902,0.350681619,0.329857644,0.404541471,0.554623563,0.500048066,0.602537032,0.835261025,0.9296167,0.949946468,0.868801611,0.873782882,0.900874388,1.175047505,1.109708017,1.434830522,1.786891411,1.864471646,2.352382238,2.600060699,2.60516783,,0.329857644,2.60516783
66,0.504356093,0.402745913,0.414828098,0.360266983,0.312600246,0.4094121,0.443644359,0.441264241,0.392209598,0.450350315,0.424702883,0.413927129,0.296046499,0.233043288,0.305639424,0.469050077,0.569204861,0.533745187,0.436429909,0.503572214,0.561490715,0.671764612,0.624241528,0.66066093,0.62672524,0.626877867,0.450791421,0.393328995,0.3199519,0.391266438,,0.233043288,0.671764612
67,0.43854414,0.421618984,0.47579324,0.504179369,0.45620852,0.415562099,0.460801832,0.495358112,0.63123032,0.635794459,0.731280044,0.645073639,0.750097219,0.655639663,0.518469418,0.467441164,0.334492656,0.31281498,0.265517625,0.342062716,0.351562821,0.351801375,0.497517717,0.615773359,0.534195331,0.547833369,0.719534424,0.729012119,0.645185534,0.774609828,,0.265517625,0.774609828
68,0.327751032,0.397680082,0.265318775,0.245444334,0.2184042,0.273861409,0.256176164,0.283236379,0.218750132,0.199075879,0.213487201,0.215358761,0.229293418,0.211644635,0.182119929,0.159389457,0.145218718,0.140806057,0.165902087,0.224073753,0.187737032,0.204876055,0.250079202,0.158519882,0.205997019,0.18388351,0.184339845,0.188282536,0.1499393,0.129724015,,0.129724015,0.397680082
69,0.348471417,0.314337357,0.427281728,0.371202054,0.272469936,0.316900334,0.330821816,0.262088928,0.318036704,0.3454203,0.271235086,0.257931103,0.269703284,0.23279828,0.206885427,0.248267274,0.282433517,0.26795259,0.30371818,0.291421476,0.383864464,0.383306251,0.379663954,0.325176555,0.346210744,0.349724026,0.361488615,0.351198472,0.355633176,0.391071131,,0.206885427,0.427281728
70,0.428236344,0.446733394,0.442811647,0.416667687,0.433470846,0.455191721,0.457619214,0.386327267,0.466965246,0.358865596,0.354675245,0.367213654,0.398309091,0.338512065,0.32978305,0.260667363,0.265493567,0.205421837,0.325691302,0.331537338,0.28958205,0.237811747,0.214485295,0.181279373,0.238144479,0.290073829,0.236568098,0.288423832,0.327207048,0.299370952,,0.181279373,0.466965246
